transaction_id,transaction_date,account_id,transaction_type,channel,amount,status,region
TXN100301,2026-06-12,ACCT1074,Fee,Wire,135.95,Completed,Northeast
TXN100155,2026-06-13,ACCT1060,Payment,ACH,300.9,Declined,Northeast
TXN100434,2026-06-13,ACCT1006,Payment,Wire,186.42,Completed,Northeast
TXN100058,2026-06-13,ACCT1029,Fee,Card,2017.69,Completed,Midwest
TXN100250,2026-06-13,ACCT1044,Payment,Wire,377.47,Completed,West
TXN100310,2026-06-13,ACCT1058,Payment,Online Transfer,197.06,Pending,Northeast
TXN100314,2026-06-13,ACCT1045,Payment,Card,403.09,Completed,South
TXN100488,2026-06-13,ACCT1028,Refund,ACH,112.67,Completed,Northeast
TXN100373,2026-06-14,ACCT1017,Refund,ACH,191.05,Completed,South
TXN100482,2026-06-14,ACCT1060,Payment,ACH,506.86,Declined,Northeast
TXN100215,2026-06-14,ACCT1005,Refund,Wire,107.7,Pending,Northeast
TXN100214,2026-06-15,ACCT1028,Transfer,Card,687.82,Pending,South
TXN100261,2026-06-15,ACCT1063,Transfer,Card,54.53,Completed,Northeast
TXN100004,2026-06-15,ACCT1096,Fee,Card,129.37,Declined,Northeast
TXN100404,2026-06-16,ACCT1018,Payment,Online Transfer,184.14,Declined,Midwest
TXN100156,2026-06-17,ACCT1016,Payment,Card,111.72,Pending,Northeast
TXN100219,2026-06-17,ACCT1065,Transfer,ACH,8726.06,Completed,Midwest
TXN100280,2026-06-18,ACCT1097,Payment,Card,540.78,Completed,West
TXN100491,2026-06-19,ACCT1092,Transfer,Wire,128.47,Completed,South
TXN100036,2026-06-19,ACCT1004,Payment,Wire,159.01,Completed,South
TXN100045,2026-06-20,ACCT1017,Payment,Wire,13.7,Declined,South
TXN100463,2026-06-20,ACCT1038,Transfer,Online Transfer,135.76,Completed,Midwest
TXN100213,2026-06-20,ACCT1094,Transfer,ACH,445.31,Completed,West
TXN100441,2026-06-21,ACCT1085,Payment,Card,189.45,Completed,Midwest
TXN100286,2026-06-21,ACCT1078,Transfer,Online Transfer,488.51,Completed,Northeast
TXN100464,2026-06-21,ACCT1075,Transfer,Wire,1412.51,Pending,West
TXN100132,2026-06-22,ACCT1052,Payment,Online Transfer,301.41,Completed,West
TXN100005,2026-06-22,ACCT1028,Refund,ACH,34.16,Pending,Midwest
TXN100183,2026-06-22,ACCT1081,Payment,Wire,166.83,Pending,Midwest
TXN100016,2026-06-23,ACCT1045,Fee,Wire,190.68,Completed,Midwest
TXN100347,2026-06-23,ACCT1041,Transfer,Card,211.34,Declined,South
TXN100094,2026-06-24,ACCT1054,Payment,ACH,429.71,Completed,West
TXN100289,2026-06-24,ACCT1031,Payment,Wire,36.92,Declined,Midwest
TXN100052,2026-06-25,ACCT1014,Payment,Wire,777.12,Completed,Northeast
TXN100137,2026-06-25,ACCT1049,Fee,Online Transfer,254.99,Pending,West
TXN100278,2026-06-25,ACCT1026,Payment,ACH,89.19,Completed,West
TXN100170,2026-06-27,ACCT1012,Payment,Card,1266.73,Completed,Northeast
TXN100121,2026-06-28,ACCT1090,Payment,ACH,57.62,Declined,Midwest
TXN100049,2026-06-28,ACCT1065,Payment,ACH,212.47,Declined,Northeast
TXN100098,2026-06-29,ACCT1058,Refund,ACH,215.84,Completed,Northeast
TXN100326,2026-07-01,ACCT1075,Payment,Wire,700.39,Completed,Midwest
TXN100456,2026-07-01,ACCT1095,Payment,ACH,348.49,Declined,Midwest
TXN100251,2026-07-02,ACCT1055,Payment,Wire,907.79,Pending,South
TXN100343,2026-07-03,ACCT1027,Payment,Card,180.65,Completed,Northeast
TXN100231,2026-07-03,ACCT1051,Payment,Card,590.44,Completed,Northeast
TXN100449,2026-07-03,ACCT1020,Payment,Online Transfer,1166.37,Completed,West
TXN100384,2026-07-04,ACCT1026,Fee,ACH,197.86,Completed,Midwest
TXN100267,2026-07-04,ACCT1089,Fee,Online Transfer,167.8,Completed,South
TXN100184,2026-07-04,ACCT1010,Transfer,Card,454.32,Completed,South
TXN100454,2026-07-04,ACCT1045,Transfer,Card,348.43,Completed,South
TXN100236,2026-07-05,ACCT1058,Payment,Card,937.99,Completed,Midwest
TXN100361,2026-07-05,ACCT1016,Refund,Online Transfer,146.06,Declined,Northeast
TXN100027,2026-07-06,ACCT1009,Transfer,Online Transfer,137.68,Completed,South
TXN100149,2026-07-07,ACCT1002,Transfer,Wire,158.37,Completed,South
TXN100007,2026-07-07,ACCT1082,Refund,ACH,218.66,Completed,South
TXN100485,2026-07-08,ACCT1088,Fee,Wire,539.22,Declined,West
TXN100371,2026-07-08,ACCT1090,Fee,Online Transfer,174.14,Completed,Northeast
TXN100305,2026-07-09,ACCT1072,Fee,ACH,242.27,Pending,West
TXN100431,2026-07-10,ACCT1099,Transfer,Online Transfer,691.77,Pending,South
TXN100017,2026-07-10,ACCT1031,Fee,ACH,231.52,Declined,West
TXN100057,2026-07-10,ACCT1040,Transfer,ACH,1087.4,Completed,Midwest
TXN100264,2026-07-11,ACCT1019,Refund,Wire,765.33,Completed,South
TXN100255,2026-07-11,ACCT1029,Refund,Online Transfer,103.46,Completed,South
TXN100258,2026-07-11,ACCT1058,Transfer,Card,423.07,Declined,South
TXN100158,2026-07-12,ACCT1011,Transfer,Card,168.7,Completed,Midwest
TXN100393,2026-07-12,ACCT1068,Transfer,ACH,186.8,Completed,South
TXN100032,2026-07-13,ACCT1059,Payment,Card,134.79,Declined,South
TXN100392,2026-07-16,ACCT1012,Payment,Card,22.12,Declined,South
TXN100277,2026-07-16,ACCT1036,Fee,Card,1507.36,Completed,Northeast
TXN100105,2026-07-17,ACCT1074,Transfer,Online Transfer,453.15,Completed,West
TXN100150,2026-07-17,ACCT1091,Transfer,Card,681.92,Completed,Midwest
TXN100031,2026-07-18,ACCT1094,Transfer,Wire,155.9,Declined,Midwest
TXN100153,2026-07-18,ACCT1065,Payment,Online Transfer,250.72,Completed,Northeast
TXN100416,2026-07-19,ACCT1030,Payment,Card,74.37,Pending,Northeast
TXN100372,2026-07-19,ACCT1048,Payment,Online Transfer,456.22,Completed,Northeast
TXN100271,2026-07-20,ACCT1050,Payment,Online Transfer,96.52,Completed,South
TXN100212,2026-07-20,ACCT1099,Payment,ACH,1712.8,Declined,West
TXN100263,2026-07-21,ACCT1096,Fee,ACH,251.53,Completed,Northeast
TXN100161,2026-07-21,ACCT1015,Payment,Card,833.47,Completed,Midwest
TXN100206,2026-07-22,ACCT1004,Payment,ACH,131.37,Completed,Midwest
TXN100050,2026-07-22,ACCT1057,Fee,Wire,458.82,Completed,South
TXN100478,2026-07-22,ACCT1091,Fee,Wire,313.21,Pending,Northeast
TXN100445,2026-07-23,ACCT1029,Fee,Online Transfer,115.82,Completed,South
TXN100336,2026-07-23,ACCT1046,Payment,Card,88.36,Completed,South
TXN100129,2026-07-23,ACCT1082,Payment,Card,211.51,Completed,Midwest
TXN100165,2026-07-23,ACCT1019,Refund,Online Transfer,130.11,Completed,Midwest
TXN100144,2026-07-23,ACCT1010,Transfer,Wire,249.23,Completed,South
TXN100134,2026-07-24,ACCT1039,Payment,Online Transfer,238.89,Declined,Midwest
TXN100379,2026-07-25,ACCT1065,Transfer,Wire,185.18,Completed,Northeast
TXN100224,2026-07-27,ACCT1090,Transfer,Card,2435.09,Completed,South
TXN100164,2026-07-28,ACCT1004,Payment,Wire,193.51,Declined,Northeast
TXN100167,2026-07-28,ACCT1072,Payment,Card,41.08,Completed,Midwest
TXN100304,2026-07-29,ACCT1099,Refund,Card,428.84,Completed,South
TXN100078,2026-07-30,ACCT1055,Payment,Online Transfer,454.87,Completed,Midwest
TXN100309,2026-07-31,ACCT1025,Transfer,Online Transfer,293.37,Pending,Northeast
TXN100294,2026-07-31,ACCT1071,Payment,ACH,74.22,Completed,West
TXN100030,2026-07-31,ACCT1066,Payment,Online Transfer,386.97,Completed,West
TXN100328,2026-07-31,ACCT1066,Payment,Wire,614.26,Completed,Northeast
TXN100166,2026-07-31,ACCT1079,Transfer,Card,522.15,Completed,Northeast
TXN100011,2026-08-01,ACCT1033,Transfer,Online Transfer,171.86,Completed,South
TXN100358,2026-08-01,ACCT1026,Payment,Wire,687.75,Pending,South
TXN100023,2026-08-02,ACCT1029,Transfer,ACH,298.59,Completed,West
TXN100096,2026-08-02,ACCT1023,Transfer,ACH,474.45,Completed,Northeast
TXN100370,2026-08-03,ACCT1042,Transfer,ACH,219.03,Completed,South
TXN100047,2026-08-04,ACCT1003,Payment,Online Transfer,486.07,Completed,South
TXN100378,2026-08-05,ACCT1035,Payment,ACH,740.25,Completed,Midwest
TXN100440,2026-08-05,ACCT1039,Payment,Wire,358.93,Completed,South
TXN100335,2026-08-07,ACCT1029,Payment,Wire,76.07,Declined,Midwest
TXN100300,2026-08-08,ACCT1023,Payment,Online Transfer,358.11,Declined,South
TXN100073,2026-08-08,ACCT1064,Payment,Wire,88.66,Completed,Northeast
TXN100403,2026-08-08,ACCT1091,Payment,Card,10467.66,Completed,South
TXN100143,2026-08-09,ACCT1035,Payment,Wire,445.23,Completed,South
TXN100484,2026-08-10,ACCT1090,Transfer,Card,1669.05,Completed,Northeast
TXN100317,2026-08-10,ACCT1059,Fee,ACH,333.42,Completed,South
TXN100290,2026-08-11,ACCT1024,Transfer,Online Transfer,669.29,Declined,Northeast
TXN100055,2026-08-11,ACCT1014,Payment,Card,341.89,Completed,Northeast
TXN100428,2026-08-11,ACCT1037,Payment,Online Transfer,783.87,Pending,West
TXN100142,2026-08-11,ACCT1037,Refund,ACH,292.02,Pending,South
TXN100459,2026-08-11,ACCT1012,Refund,Card,469.32,Completed,Midwest
TXN100451,2026-08-11,ACCT1005,Refund,Card,758.04,Completed,West
TXN100245,2026-08-11,ACCT1089,Fee,Card,589.7,Completed,South
TXN100354,2026-08-12,ACCT1026,Payment,ACH,648.34,Declined,West
TXN100199,2026-08-12,ACCT1008,Transfer,Online Transfer,68.64,Completed,West
TXN100238,2026-08-14,ACCT1044,Refund,Card,165.29,Completed,Midwest
TXN100159,2026-08-14,ACCT1048,Payment,ACH,900.05,Completed,West
TXN100406,2026-08-15,ACCT1053,Transfer,Online Transfer,882.12,Pending,Northeast
TXN100126,2026-08-16,ACCT1088,Payment,Wire,1095.24,Pending,West
TXN100363,2026-08-16,ACCT1098,Payment,ACH,239.85,Pending,Midwest
TXN100283,2026-08-17,ACCT1044,Payment,Online Transfer,153.5,Completed,Midwest
TXN100077,2026-08-17,ACCT1088,Transfer,Wire,78.31,Declined,Northeast
TXN100472,2026-08-18,ACCT1062,Transfer,Card,246.12,Declined,Midwest
TXN100193,2026-08-18,ACCT1000,Payment,ACH,143.07,Completed,West
TXN100135,2026-08-19,ACCT1047,Payment,ACH,392.75,Completed,Northeast
TXN100222,2026-08-19,ACCT1001,Refund,Online Transfer,114.34,Completed,Midwest
TXN100041,2026-08-20,ACCT1027,Payment,Card,391.45,Completed,South
TXN100025,2026-08-20,ACCT1016,Refund,ACH,536.59,Declined,South
TXN100086,2026-08-21,ACCT1046,Payment,Card,124.98,Completed,Midwest
TXN100059,2026-08-21,ACCT1070,Transfer,Wire,98.97,Pending,South
TXN100256,2026-08-22,ACCT1075,Payment,Card,247.35,Completed,West
TXN100010,2026-08-23,ACCT1003,Payment,Card,68.88,Completed,West
TXN100172,2026-08-24,ACCT1009,Payment,Wire,65.96,Completed,South
TXN100189,2026-08-24,ACCT1094,Payment,Card,397.48,Completed,South
TXN100410,2026-08-25,ACCT1045,Transfer,Wire,682.72,Completed,West
TXN100424,2026-08-25,ACCT1013,Refund,ACH,1025.93,Pending,Midwest
TXN100435,2026-08-25,ACCT1048,Transfer,Wire,290.82,Pending,West
TXN100003,2026-08-26,ACCT1071,Payment,ACH,754.11,Completed,Northeast
TXN100229,2026-08-26,ACCT1078,Transfer,Card,380.38,Pending,Northeast
TXN100420,2026-08-27,ACCT1072,Transfer,Online Transfer,900.26,Completed,West
TXN100339,2026-08-27,ACCT1042,Payment,Card,129.39,Declined,West
TXN100308,2026-08-27,ACCT1026,Payment,Card,534.36,Completed,Northeast
TXN100093,2026-08-27,ACCT1005,Payment,ACH,555.14,Declined,Northeast
TXN100352,2026-08-27,ACCT1003,Transfer,Card,183.52,Pending,Midwest
TXN100466,2026-08-28,ACCT1061,Payment,Card,28.8,Completed,West
TXN100138,2026-08-29,ACCT1092,Refund,Card,674.15,Declined,Midwest
TXN100292,2026-08-30,ACCT1076,Transfer,Card,102.81,Completed,South
TXN100237,2026-08-30,ACCT1067,Transfer,ACH,196.29,Completed,South
TXN100318,2026-08-31,ACCT1003,Transfer,ACH,108.08,Completed,West
